node_name,node_info,degree,AUC
HOXC4,HOXC4,0,0.9409722222222222
ZNF643,ZNF643,0,0.9479166666666666
NCAPG,NCAPG,23.459999999999994,0.9236111111111112
TTL,TTL,1.2520524902361023,0.9131944444444444
SGOL2,SGOL2,1.6415217391304346,0.9322916666666667
ZNF277,ZNF277,0.8530434782608695,0.90625
WDR12,WDR12,7.24094556232016,0.9253472222222222
DCK,DCK,0,0.8958333333333334
CCNG2,CCNG2,10.644999999999998,0.921875
MCCC1,MCCC1,19.378091840695323,0.9149305555555556
RUVBL1,RUVBL1,37.321151311358086,0.9461805555555556
PMS1,PMS1,3.97391304347826,0.8975694444444444
RCN2,RCN2,0,0.8993055555555556
L3MBTL3,L3MBTL3,21.32108695652174,0.8993055555555556
FAM21B,FAM21B,0,0.9010416666666666
EZH2,EZH2,30.79793568172279,0.9114583333333334
TXNL1,TXNL1,3.1110869565217385,0.8940972222222222
FAM136A,FAM136A,0.4078260869565217,0.8871527777777778
PDCD5,PDCD5,2.549130434782608,0.9201388888888888
PNPT1,PNPT1,0.8199999999999998,0.8802083333333334
PPAT,PPAT,21.270800460866692,0.9097222222222222
STIL,STIL,16.6305240407746,0.9079861111111112
PPP1R9A,PPP1R9A,4.013260869565217,0.8940972222222222
KPNB1,KPNB1,29.485857369408254,0.8975694444444444
MOSPD1,MOSPD1,4.2,0.9027777777777778
AP1AR,AP1AR,0.4447826086956521,0.8802083333333333
ZNF639,ZNF639,0.8619565217391304,0.9010416666666666
MSL3P1,MSL3P1,0,0.875
ME2,ME2,7.254782608695652,0.8784722222222222
RB1CC1,RB1CC1,8.530217391304346,0.8993055555555556
HPRT1,HPRT1,0.41829490712985384,0.8784722222222222
TXN,TXN,46.58144283516345,0.8767361111111112
LOC100505806,LOC100505806,0,0.9027777777777778
DNAJC7,DNAJC7,0.6093478260869565,0.8958333333333333
SRPK1,SRPK1,13.504177898275517,0.8819444444444444
EPCAM,EPCAM,2.9519555754072826,0.90625
CHD1L,CHD1L,22.182253449820433,0.8871527777777778
ZNF569,ZNF569,3.362574669907421,0.8784722222222222
RTKN2,RTKN2,0.852173913043478,0.9184027777777778
LCLAT1,LCLAT1,5.137391304347826,0.9010416666666666
XRN2,XRN2,7.55891304347826,0.8888888888888888
BZW2,BZW2,15.609259361071164,0.9027777777777778
E2F5,E2F5,10.668959656032055,0.8975694444444444
LARP1B,LARP1B,4.665217391304347,0.9079861111111112
ACTR6,ACTR6,0,0.8784722222222222
AOX1,AOX1,15.141086956521736,0.8836805555555558
ZNF260,ZNF260,0,0.8611111111111112
NSMCE2,NSMCE2,11.571521739130432,0.90625
KIF11,KIF11,76.1065152268727,0.9201388888888888
RG9MTD2,RG9MTD2,0,0.8975694444444444
CUL4B,CUL4B,4.681304347826087,0.8836805555555556
RINT1,RINT1,0.9366550529252609,0.8784722222222222
GPR89A,GPR89A,10.773248188093755,0.8975694444444444
DSCC1,DSCC1,9.053066837093803,0.9305555555555556
LOC100506714,LOC100506714,0,0.8732638888888888
YEATS4,YEATS4,0.4247826086956521,0.9131944444444444
C5orf24,C5orf24,0.42869565217391303,0.8732638888888888
RMI1,RMI1,1.436106717218986,0.9027777777777778
CHML,CHML,4.730217391304348,0.8663194444444444
CDK1,CDK1,120.63061368911143,0.9652777777777778
PDE8B,PDE8B,1.9707909182371837,0.8854166666666667
TMEM206,TMEM206,0,0.8993055555555556
PEX1,PEX1,1.127422410899952,0.8767361111111112
ZNF146,ZNF146,5.177391304347826,0.8940972222222222
TRIM33,TRIM33,11.070100319906949,0.8940972222222222
RAP2A,RAP2A,2.564802889411248,0.8697916666666666
PRC1,PRC1,35.776359059712476,0.904513888888889
TXLNB,TXLNB,12.48240279202589,0.8836805555555556
C2orf69,C2orf69,1.089782608695652,0.8715277777777778
DMKN,DMKN,4.267826086956521,0.8819444444444446
ZNF181,ZNF181,0,0.8767361111111112
ZNF121,ZNF121,0.6726086956521737,0.8802083333333333
IFT88,IFT88,3.0269282032182687,0.8663194444444444
CTNNAL1,CTNNAL1,0.5026086956521739,0.9079861111111112
PMPCB,PMPCB,3.028043478260869,0.8506944444444444
TMEM17,TMEM17,0.41565217391304343,0.8541666666666666
USO1,USO1,22.844405028105296,0.8819444444444444
WWP1,WWP1,82.05404914845884,0.8802083333333334
CCT2,CCT2,7.914782608695653,0.8836805555555556
DKC1,DKC1,1.4523913043478258,0.8802083333333334
WDR75,WDR75,2.361086956521739,0.8645833333333333
CLNS1A,CLNS1A,0.8328260869565216,0.8784722222222222
GMCL1,GMCL1,1.9837305014612756,0.8680555555555556
WDR3,WDR3,6.488503978140623,0.8836805555555556
MTHFD1,MTHFD1,16.068769559306197,0.875
GNL3,GNL3,0.6669565217391303,0.8836805555555556
CCDC77,CCDC77,0.22608695652173913,0.8958333333333334
CENPE,CENPE,5.7424971044445705,0.9114583333333334
EBNA1BP2,EBNA1BP2,3.625652173913043,0.875
ARHGAP11A,ARHGAP11A,15.660057548634747,0.9027777777777778
APPL1,APPL1,14.151868119104662,0.8697916666666667
SMC2,SMC2,19.1457174125786,0.8715277777777778
ZNF681,ZNF681,0.21347826086956523,0.8802083333333334
C15orf23,C15orf23,0,0.8819444444444444
ATP6V1C1,ATP6V1C1,0.8382608695652172,0.8767361111111112
URI1,URI1,0.4165217391304348,0.8628472222222222
SASS6,SASS6,1.9008695652173913,0.8767361111111112
GRK4,GRK4,22.746400846698744,0.9027777777777778
CRNKL1,CRNKL1,1.6226086956521737,0.8350694444444444
RACGAP1,RACGAP1,70.66349511483224,0.8819444444444444
XPOT,XPOT,7.455652173913043,0.8784722222222222
BAZ1A,BAZ1A,6.53304347826087,0.8715277777777778
CDC123,CDC123,4.368260869565217,0.8472222222222222
ARHGEF26,ARHGEF26,54.659034733078684,0.9201388888888888
GDPD1,GDPD1,0.4045652173913043,0.8888888888888888
